id,价格,评价,评价日期,票务类型,评论,,,,,,,,,,,,
匿名用户,42,4,2021.10.12,颐和园旺季成人（上午场门票）,超级不错的，夏天昆明湖边上很凉快，走一走，歇一歇，很不错的体验,,,,,,,,,,,,
lBY571285869,42,5,2021.10.17,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,环境优美，有机会可以进去看看。,,,,,,,,,,,,
dYU985366693,42,4,2021.11.30,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游崔毅，讲解非常ok，热情，豪放哈哈哈哈,,,,,,,,,,,,
luojing8996,42,5,2021.11.27,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享编导，北京人非常热情，也很大爱很耐心的讲解,,,,,,,,,,,,
agoni3TT,42,1,2021.11.27,颐和园旺季成人（下午场门票）,交通不便利 环境一般 以后不会再去了,,,,,,,,,,,,
HHM864297758,42,5,2021.08.11,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游崔毅讲解的很周到。一，语言层面。字音清楚，正史为主野史为辅，外加科普知识，加上民间说法。令一位历史爱好者在北京这个没有人情味的城市感受到了家的温暖。二，防疫层面。防疫的特殊时期，天气很热，但阿姨依然忍着巨热带着口罩，尊重国家的防疫结果，也照顾他人尊重自己。给乐享天天导游崔毅点赞。,,,,,,,,,,,,
gAC531948966,42,5,2021.10.21,颐和园旺季优惠（上午场门票）,环境很好 风景很美丽 山水环绕 人很好,,,,,,,,,,,,
agoni3TT,42,1,2021.11.27,颐和园旺季成人（下午场门票）,作为5 A级景区 感觉最不好的景点 体验不好,,,,,,,,,,,,
yy2472482075,42,5,2021.11.15,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
红星闪闪400,42,5,2021.12.01,颐和园-未成年人门票,网上订票快捷方便，下次还来美团,,,,,,,,,,,,
WSA954139687,42,4,2021.11.15,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导，讲的真好,,,,,,,,,,,,
恋家小白,42,3,2021.11.27,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,46年，一共来过三次，了解了历史再来走走感觉不一样,,,,,,,,,,,,
pSL584894754,42,5,2021.11.16,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导,,,,,,,,,,,,
恋家小白,42,3,2021.11.27,颐和园成人门票+龙舟船票+导游讲解服务（9:00-15:00入园）,跟小时候逛不一样的感觉，值得门票……,,,,,,,,,,,,
匿名用户,42,5,2021.10.22,颐和园旺季成人（下午场门票）,第二次购买了，拿来还热乎乎的。好评,,,,,,,,,,,,
tqF818766153,42,5,2021.12.01,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的李导讲的非常好 仔细,,,,,,,,,,,,
gukaige,42,5,2021.09.03,None, ,,,,,,,,,,,,
CUA230699442,42,2,2021.11.27,颐和园旺季优惠（下午场门票）,设施还好，环境一般，全是绿色，不建议去,,,,,,,,,,,,
雪1650679430狼,42,4,2021.11.29,颐和园旺季成人（上午场门票）,逛的比较匆忙，还不错,,,,,,,,,,,,
hogestimate,42,5,2021.12.01,颐和园旺季优惠（下午场门票）,好看，好玩，值得。,,,,,,,,,,,,
Ccccc.Yy,42,5,2021.10.16,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,感觉遇上了很棒的导游！乐享天天的阿雷～知识面很广，讲解很有趣，服务态度也超级好超级有耐心,,,,,,,,,,,,
Tony_D.,42,5,2021.09.21,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）, ,,,,,,,,,,,,
ronnieyu1983,42,5,2021.11.26,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿红导游讲解生动，态度非常好,,,,,,,,,,,,
初见720509,42,2,2021.11.03,颐和园成人门票+导游讲解服务（9:00-15:00入园）,景点很美，是一个游玩的好去处，推荐可以带着老人和孩子一起游玩,,,,,,,,,,,,
匿名用户,42,3,2021.11.29,颐和园旺季优惠（上午场门票）,好好好好好很好 就是楼梯有点多有点陡,,,,,,,,,,,,
bba916201352,42,4,2021.11.30,颐和园旺季成人（上午场门票）,快捷方便，环境不错,,,,,,,,,,,,
BHg676610561,42,5,2021.08.01,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,身临其境的感受到了皇家园林的独特魅力，导游的热情讲解让历史的古迹再现我们眼前，崔导游的语言风趣幽默、能够照顾到大家的需求 很体贴，推荐！圆明园的风景园内的绿化美化、生态环境，野生动物的栖息、繁衍提供了适宜的环境。黑天鹅常年驻扎在园内，绿头鸭、鸳鸯等都有相对固定的栖息繁衍地，城区不多见的红嘴蓝鹊、戴胜、寿带。值得推荐！,,,,,,,,,,,,
JAk150717299,42,3,2021.11.27,颐和园旺季优惠（下午场门票）,去北京旅游，必去的景点。不错，十七孔桥,,,,,,,,,,,,
Gal718365048,42,5,2021.10.31,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,导游讲解非常完美,,,,,,,,,,,,
ZDt893976356,42,4,2021.12.02,颐和园成人票+讲解票（东宫门入园每15分钟一场讲解）,满意,,,,,,,,,,,,
郑翛潇,42,5,2021.09.11,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，带着跟听说书似的，挺好的。颐和园没去过西湖的可以游湖看看，湖边感觉也就那样，因为我杭州人就没去。长廊和一些故事都挺特别的，这些个天北京天气还挺凉快的，刚好过来逛逛。,,,,,,,,,,,,
CUA230699442,42,2,2021.11.27,颐和园旺季优惠（下午场门票）,环境不太好，全是绿色，不建议去,,,,,,,,,,,,
久久楠,42,3,2021.11.27,颐和园旺季成人（上午场门票）,还可以，照相的地方有点坑。。。。。,,,,,,,,,,,,
Aa滴哒哒,42,5,2021.10.20,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天阿峰讲解的特别棒，很细心，态度特别好，不错的人，值得推荐,,,,,,,,,,,,
李BOSS。。,42,4,2021.10.05,颐和园旺季成人（下午场门票）,作为皇家园林景色真的不错，不过还是希望避开节假日来旅行。,,,,,,,,,,,,
qYZ644665548,42,5,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导比较专业，带大家玩的开心,,,,,,,,,,,,
rHu991870993,42,5,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导很不错 讲的好 热情 欢乐,,,,,,,,,,,,
vZJ728059274,42,5,2021.11.25,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天，张雷导游。。。很不错，很全面,,,,,,,,,,,,
匿名用户,42,5,2021.11.27,颐和园旺季成人（下午场门票）,推荐去玩 去北京一定要去颐和园逛一逛,,,,,,,,,,,,
FcD180692269,42,3,2021.11.23,颐和园旺季成人（下午场门票）,挺好的景色，有机会还会去游览，中国的名胜古迹,,,,,,,,,,,,
QCm556072287,42,2,2021.11.25,颐和园旺季成人（下午场门票）,不满意在  船停了  船停了。。。。。走了很久  太累了,,,,,,,,,,,,
匿名用户,42,5,2021.10.02,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,非常好，方便，快捷，无需预约，即可使用天天乐享阿峰讲解非常细致，有代入感,,,,,,,,,,,,
YY1769777,42,5,2021.07.12,颐和园旺季成人（上午场门票）,值得一玩。前两次来北京没到颐和园这次补上。我去那天是阴天，虽然拍照没蓝天，但是凉快也不晒。我是坐北京地铁4号线到西苑站，走了大概50米就从颐和园东门进，没多久就走到东门的长廊口，在昆明湖边玩了会儿拍了点照片，湖边全是柳树很漂亮；再去了湖中间的南湖岛（可以付费坐船到其他景点），再走回东门的长廊在附近逛了下，然后继续沿着长廊往前走，路过了佛香阁很壮观就买了一张门票上去参观了，不错。下来继续往长廊走路过听鹂馆，继续走到清晏舫（像船一样的建筑），看了看拍了点照片就往北门走了，北门口那有万寿山，有四大部洲景点，但四大部洲目前在维护进不了（从2019年10月-2021年10月末），可以爬上万寿山拍照，我走了快四小时了就没爬山了，继续往前去多宝琉璃塔逛了下拍了点照片就倒回去从北门出去了，北门口还有个收费的苏州街景点，有兴趣可以付费前往。总的来说里面真的很大（不过圆明园更大），我就去了几个百度地图推荐的必游的景点，还有路过的景点。到北京一定要去颐和园！手机没办法拍出来颐和园那种美！照片我还要发到大众点评去，就不发那么多啦，哈哈哈。,,,,,,,,,,,,
aml848824057,42,2,2021.11.27,颐和园旺季成人（上午场门票）,不好玩，没意思等等等等等等等等等,,,,,,,,,,,,
GeR230274371,42,5,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，棒棒的,,,,,,,,,,,,
UwR726111637,42,5,2021.11.26,颐和园淡季成人（上午场门票）,很多年没去了，就想去看看,,,,,,,,,,,,
SFn864102978,42,5,2021.11.09,颐和园旺季成人（上午场门票）,很美,,,,,,,,,,,,
a走心人,42,5,2021.08.21,颐和园旺季成人（下午场门票）, ,,,,,,,,,,,,
张小静00,42,5,2021.11.07,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导很棒,,,,,,,,,,,,
怪才猪,42,4,2021.10.16,颐和园旺季成人（上午场门票）,30块钱是进门的票 里面的博物馆和佛香阁都是额外收费门票  也可以在正门口买联票 就都能参观了  里面很不错 春夏季更好看,,,,,,,,,,,,
自我纵横,42,3,2021.11.25,颐和园旺季成人（上午场门票）,今年去的，天气不太好，随便走了走了。,,,,,,,,,,,,
张敬玲,42,5,2021.10.06,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导游不仅热情，还专业。值得推荐。,,,,,,,,,,,,
zhumuju,42,5,2021.11.14,颐和园旺季优惠（上午场门票）,不愧是老佛爷的大手笔，夏天园内凉风习习，静静地坐上一下午就是一种享受。,,,,,,,,,,,,
QBA265984408,42,5,2021.11.27,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,真好,,,,,,,,,,,,
Hkt492465889,42,5,2021.11.07,颐和园淡季成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导很热情，谢谢。,,,,,,,,,,,,
匿名用户,42,3,2021.10.12,颐和园旺季成人（下午场门票）,很不的，拍照也超级大片的，和朋友来的，还会再去,,,,,,,,,,,,
ucB222993576,42,5,2021.07.24,颐和园旺季优惠（下午场门票）,不愧是有名的景点，离得也不算远，倒了两趟地铁就到了，总体给我的感觉挺好的。  颐和园内的建筑很大气精致，昆明湖是真的大，还看见了最有名的佛香阁（只是远远看了一眼）  总之挺不错的「十七孔桥」「佛香阁」「清晏舫」「苏州街」「文昌阁」「铜牛」「东堤」「半壁桥」「东宫门」「昆明湖」「万寿山」,,,,,,,,,,,,
浅韫,42,5,2021.10.06,颐和园成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天导演很热情很耐心，也很体贴，很乐于帮助人，下回还回继续购买服务的,,,,,,,,,,,,
自我纵横,42,3,2021.11.25,颐和园旺季成人（上午场门票）,今年去的，随便走了走了，还可以。,,,,,,,,,,,,
一代枭雄503,42,5,2021.11.07,颐和园淡季成人上午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天的孙导可以,,,,,,,,,,,,
笑艺生,42,5,2021.11.09,颐和园旺季成人（上午场门票）,秋、夏季，颐和园真的是美不胜收。此生有福。以后有机会还要到此一游。中国大美颐和园。,,,,,,,,,,,,
dilshattayir,42,3,2021.11.20,颐和园旺季成人（上午场门票）,还可以，挺大的，是一个值得去的景点,,,,,,,,,,,,
wEw481361498,42,5,2021.10.08,颐和园成人下午场大门票+金牌导游深度讲解（不含园中景点门票）,乐享天天孙导，讲解的非常详细具体，故事情节很到位,,,,,,,,,,,,
KqW386629893,42,5,2021.08.12,颐和园旺季优惠（下午场门票）,还是推荐去里面那个收费的佛香阁，没多少钱，但很值，上去的景色很漂亮。就是园子实在太大了，建议早点去，在里面逛一天。景区卖的东西比较贵，可以自己带吃的进去。票本来就不贵，学生还半价哦。船没坐，下次再说吧。,,,,,,,,,,,,
