id,价格,评价,评价日期,票务类型,评论,,,,
匿名用户,259,4,2021.08.09,黄龙风景名胜区门票+上行索道票(成人票）,走得够，走上去坐索道下来比较好，坐索道上去……,,,,
ZnE759924377,259,3,2021.08.11,黄龙风景名胜区门票+上行索道（成人票）,和九寨不一样的美，七仙女的泳池,,,,
bDb788561526,259,5,2021.05.17,黄龙风景名胜区门票+上行索道票(成人票）,海拔不高，坐缆车下来就可以拍雪景了，头天晚上下了雪，杜鹃花也开得正旺，一路雪景和花花。五彩池和雪山相呼应，非常漂亮！就是水源不太好了，一路走来的很多景点都看不到了。虽然避开了五一假期去的，但是还是很多人！,,,,
LX1000000,259,2,2021.07.29,黄龙风景名胜区门票+上行索道票（青少年票）,风景还可以，就是索道坐的地方李景点太远了，走的路程太远了，人都累死了,,,,
匿名用户,259,2,2021.07.15,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,跟九寨的水相比逊色很多，门票+索道感觉有点不值,,,,
RXF474725687,259,5,2021.07.27,黄龙风景名胜区门票+上行索道票（青少年票）,属于步行比较多的景区，如果身体不好，带小小孩或膝盖不好的朋友不推荐，带总体值得一看,,,,
xiaohui551555,259,3,2021.04.21,黄龙风景名胜区学生门票,说句实话没有去过这些名胜古迹，一直都被世人吹爆了，去了感觉也还行，上山路也不累，斜坡得慢慢走，一路都是雪景漂亮。最总要一点我我们开车去的，天开车要出去景区那一带，我们几乎快累死了。一百多公里我们开了6～7个小时，去的时候看见修高速不知道什么时候能修好，反正这样路我是再也不想开车再去啦。,,,,
只是y个梦,259,3,2021.08.08,黄龙风景名胜区门票+上行索道（成人票）,去了九寨沟就别去黄龙了，没啥意思,,,,
匿名用户,259,4,2021.08.09,黄龙风景名胜区门票+上行索道票（青少年票）,走得够,,,,
匿名用户,259,4,2021.06.21,黄龙风景名胜区门票+上行索道（成人票）,超级美丽的地方，即便在枯水期，也值得去看看,,,,
匿名用户,259,5,2021.06.08,黄龙风景名胜区门票+上行索道（成人票）,不虚此行，就是路途遥远【交通】,,,,
匿名用户,259,3,2021.08.03,黄龙风景名胜区门票+上行索道票（残疾人士）,还行吧，值得一去，只是一去～～,,,,
NZt315294745,259,1,2021.07.18,黄龙风景名胜区门票+上行索道票(成人票）,走路路线规划不科学 走死个人 本来没得高反 为了赶上最后一班索道 差点没有憋过气,,,,
LX1000000,259,3,2021.07.29,黄龙风景名胜区门票+上行索道（成人票）,景点不错，就是走的路程太远，人太累了,,,,
mIw484993300,259,5,2021.08.05,黄龙风景名胜区门票+上行索道票(成人票）,风景如画，值得一游。,,,,
fantasy198263,259,2,2021.07.26,黄龙风景名胜区门票+上行索道票(成人票）,景色一般，谁给的勇气卖那么贵的门票，九寨沟同意吗,,,,
嘿我叫欧阳,259,3,2021.06.18,黄龙风景名胜区门票+上行索道（成人票）,风景还可以但是部分应急措施及突发情况的加强！,,,,
f不巧我在等你j,259,2,2021.08.03,黄龙风景名胜区门票+上行索道票（学生票）,该喝喝哈哈哈哈混不会玩就不玩啦啦啦,,,,
supabonny,259,1,2021.07.23,黄龙风景名胜区门票+上行索道（成人票）,索道工作人员居然敢推搡我，推搡我！推搡我！！！掏了这么贵的门票，他竟然敢像赶牲口一样推我？？？？！！！！,,,,
是你的小慧丫,259,5,2021.05.29,黄龙风景名胜区门票+上行索道（成人票）,建议做索道上去，徒步下山索道上去大约步行不到两公里，到五彩池，下山大概四个小时左右氧气的话，其实没多大用，海拔总高5700左右,,,,
维Cwm,259,3,2021.07.23,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,还不错，景区挺凉快的，确切的说有点冷，建议穿厚点,,,,
dcC256922948,259,4,2021.08.02,黄龙风景名胜区门票+上行索道票(成人票）,景色很美,,,,
维Cwm,259,3,2021.07.23,黄龙风景名胜区门票+上行索道（成人票）,景色不错，建议穿厚点，惊叹大自然的鬼斧神工,,,,
GdP196423411,259,5,2021.05.12,黄龙风景名胜区门票+上行索道票（学生票）,设施齐全服务周到，一进去坐索道非常惬意。欣赏了美丽的五彩梯田，郁郁葱葱的森林，漫山的杜鹃花，我们还看见了条纹小松鼠，太开心了。,,,,
匿名用户,259,2,2021.07.26,黄龙风景名胜区门票+上行索道（成人票）,门票太贵服一般人多太乱吃饭也贵,,,,
匿名用户,259,2,2021.07.23,黄龙风景名胜区门票+上行索道（成人票）,感觉很一般，到处都是坑，不值得。,,,,
轻风拂水86,259,2,2021.07.16,黄龙风景名胜区门票+上行索道（成人票）,价格和九寨沟基本持平，景色不足两层，哪里来的勇气相提并论,,,,
yinglee81,259,5,2021.07.14,黄龙风景名胜区门票+上行索道票（青少年票）,青少年票很好，现场刷身份证进入。再审核一下孩子本人即可,,,,
UhX229388082,259,2,2021.07.19,黄龙风景名胜区门票+上行索道（成人票）,有点坑，80元坐缆车，坐上去没景看，徒走几公里。完全可以从景区门走上去的。,,,,
URJ967966078,259,5,2021.05.02,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
匿名用户,259,5,2021.07.25,黄龙风景名胜区门票+上行索道票(成人票）,建议索道上，步行下,,,,
宸半仙,259,3,2021.07.22,黄龙风景名胜区门票+上行索道（成人票）,去的时间不对，没什么水，景色还是不错的,,,,
yinglee81,259,5,2021.07.14,黄龙风景名胜区门票+上行索道票(成人票）, ,,,,
hFK416329886,259,4,2021.07.22,黄龙风景名胜区门票+上行索道票（学生票）,很漂亮很不错，值得去,,,,
He家公主,259,4,2021.07.22,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
生sean,259,2,2021.07.13,黄龙风景名胜区门票+上行索道（成人票）,走路走得真的好累好累 去了九寨沟黄龙景区可以选择不去,,,,
vIY265753138,259,3,2021.05.03,黄龙风景名胜区门票+上行索道（成人票）,坐索道上去，然后步行到五彩池，五彩池很漂亮，有人会有高反，路上设有吸氧点，从五彩池就可以一路向下到景区门口，由于不是雨季，争艳池好多都没有水，全程用了3个小时！,,,,
匿名用户,259,5,2021.07.21,黄龙风景名胜区门票+上行索道（成人票）,黄龙值得一去！,,,,
QaF801003613,259,4,2021.05.06,黄龙风景名胜区门票（成人票）,4月中旬去的，刚好碰到下雪，有点冷哦，除了五彩池其他池子基本干枯，看到了不一样的黄龙，夏天再去一趟吧,,,,
wtU379823490,259,1,2021.05.03,黄龙风景名胜区门票+上行索道（成人票）,交一百多来爬个山【环境】可能季节不对。到处都是干巴巴的  一个个窟窿都没有水，个别地方有点水  还靠不近拍照。,,,,
IPz269629185,259,5,2021.07.18,黄龙风景名胜区门票+上行索道（成人票）,好评！,,,,
IPz269629185,259,5,2021.07.18,黄龙风景名胜区门票+上行索道票(成人票）,好评！,,,,
Azq271508662,259,3,2021.07.11,黄龙风景名胜区门票+上行索道（成人票）,不错，但是走的太累了，其实都是一个样,,,,
水白十八子,259,2,2021.05.03,黄龙风景名胜区门票+上行索道（成人票）, ,,,,
gshong80,259,3,2021.07.05,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,景色很美，值得推荐给大家，第二次来了，感觉还是很壮观,,,,
安倍他爷爷,259,3,2021.07.09,黄龙风景名胜区门票+上行索道（成人票）,枯水期去的 不好看，池子里面水都干了,,,,
匿名用户,259,5,2021.04.09,黄龙风景名胜区门票+上行索道（成人票）,这个季节去，风景只有五彩池，下山路边的其他的彩池还没有水，在美团买好上行索道+门票，在索道入口扫身份证进去就直接上索道了（索道和徒步入口不是一个，索道入口需要停好车坐景区免费公交车过去） 下索道徒步到五彩池大概1小时，看完五彩池徒步3公里多下山到景区大门停车场，年轻人全程大概3.5小时,,,,
Azq271508662,259,3,2021.07.11,黄龙风景名胜区门票+上行索道票（学生票）,簋街和你说话呢？给我说一声哈哈,,,,
Ygb545369475,259,5,2021.07.11,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,景色太美了比九寨还要美,,,,
匿名用户,259,3,2021.07.08,黄龙风景名胜区门票+上行索道（成人票）,哈哈啦TMD刘巨还挺好的就是累,,,,
皮皮虾Tv丶陈冠希,259,2,2021.07.08,黄龙风景名胜区门票+上行索道（成人票）,爬山几小时，拍照五分钟。下山又是几小时,,,,
匿名用户,259,5,2021.06.20,黄龙风景名胜区门票+上行索道（成人票）,太漂亮了，走的腿疼,,,,
匿名用户,259,1,2021.06.23,黄龙风景名胜区门票+上行索道（成人票）,可能季节不对，票与实际情况不符，大家不要去了，净是噱头，害我们兴冲冲来，扫兴而归。,,,,
IGb871090320,259,4,2021.06.28,黄龙风景名胜区门票+上行索道（成人票）,早就想去的景点，风景很奇特，名不虚传，好！,,,,
GtU52920699,259,3,2021.06.26,黄龙风景名胜区门票（成人票）,太冷了，啥都没看到，只有上山顶才有景观,,,,
QCu483001677,259,5,2021.05.26,黄龙风景名胜区门票+上行索道（成人票）,超级美,,,,
猫咪不吃折耳根,259,3,2021.02.10,黄龙风景名胜区门票（成人票）,这个季节去要有一定的心理准备，可能达不到你心里的预期，因为几乎所有的观赏点都结冰了，不像你在介绍中看到的那样。如果你怀着赏雪或者摄影或者调节心情或者锻炼身体的心态去还是不错的，雪景也很美，尤其是站在雪山脚下，有种“冰山愈冷情愈热，耿耿忠心照雪山”的豪迈。越往上走海拔越高，可能会有高原反应，身体虚的朋友最好自带氧气瓶。其实半山腰上也有一个氧吧可以吸氧，前提是你能坚持到那里。另外全程往返至少四个多小时，绝对是燃脂减肥、增强体质必去宝地！,,,,
nutshell丶,259,4,2021.06.30,黄龙风景名胜区门票+上行索道（成人票）,还行吧,,,,
全正宏,259,3,2021.06.22,黄龙风景名胜区门票+上行索道（成人票）,坐缆车纯属骗钱，仍然要走很长的步道。,,,,
Qpv902194007,259,1,2021.06.18,黄龙风景名胜区门票+上行索道（成人票）,风景有点单调，而且交通条件极不便利，差评,,,,
Little羅,259,5,2021.05.05,黄龙风景名胜区门票+上行索道（成人票）,空气清新，景色美丽,,,,
淡忘Aom,259,2,2021.05.03,黄龙风景名胜区门票+上行索道（成人票）,最好六七月去  五月去没得水 没得看的,,,,
hzzxh5801,259,3,2021.04.08,黄龙风景名胜区门票（成人票）,4月是淡季，门票60元每人，但景区只有最高处得五彩池可以欣赏，其余都是冰冻。,,,,
KsI235212526,259,3,2021.06.12,黄龙风景名胜区门票+上行索道票（老人票，非法定节假日）,景区很美，唯一可惜的是，可能季节关系，水少了点，效果也就差了那么一点,,,,
小小代253,259,3,2021.05.11,黄龙风景名胜区门票+上行索道（成人票）,这个景区主要是雪山跟五彩池。。。。。,,,,
carrot712,259,4,2021.06.12,黄龙风景名胜区门票+上行索道（成人票）,索道票还是很有必要的，不然爬的怀疑人生。,,,,
eHy262272817山水,259,3,2021.05.04,黄龙风景名胜区门票+上行索道（成人票）,景区设施齐全。服务还可以，气温适宜。还是值得一去的。,,,,
bDM416747026,259,3,2021.05.16,黄龙风景名胜区门票+上行索道（成人票）,一般般的很，除了五彩池 ，别的没有什么意思？有的地方还在修建中，不知道以后会是什么样子，有的池子的水都干了，,,,,
wuX714102726,259,2,2021.06.13,黄龙风景名胜区门票+上行索道（成人票）,这个门票真心不值一个字坑太坑了,,,,
