id,价格,评价,评价日期,票务类型,评论,,,,,,
谢增伟,519,4,2021.11.16,黄山风景区成人票,「迎客松」「飞来石」「白云景区」「西海大峡谷」「云谷索道」「百步云梯」光爬山累了，就是觉得风景没怎么看着，所以下次还是要做缆车上，然后看看景色,,,,,,
匿名用户,519,5,2021.10.21,黄山风景区成人票,第二次来，上次天都峰，这次莲花峰。唯一可惜的是两次天气比较一般，并没有去西海大峡谷。,,,,,,
jcs128041,519,5,2021.10.04,黄山风景区门票南大门成人票（云谷索道方向）,爬山后 回到家腿疼是要疼个几天了，节假日不适合爬山，人太多了，爬山又累,,,,,,
fDX942055186,519,5,2021.08.23,黄山风景区门票成人票（旺季）,出发前一天就下了微微小雨，到出发还是有一点点微雨，上下都爬上去，感受到了烟雾缭绕，一路的走走停停，停停走走，拍照拍拍照，感受到徒步不一样的乐趣，一路都有人，最好是选择天气出发非常重要，大晴天又太晒。最好出发前了解黄山市的文化，乃至安徽省的大概情况，再去感受就最好。遗憾就是之前去天都峰不能上。,,,,,,
、、哇偶,519,5,2021.10.01,黄山风景区门票南大门成人票（云谷索道方向）,黄山一定要去一次，烦躁的心都会被这里的美景治愈,,,,,,
hAK207906709,519,5,2021.11.06,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,不错风景如画，年龄大了，必须坐索道，不然受不了值得推荐,,,,,,
老三最爱,519,3,2021.11.21,黄山风景区门票南大门玉屏索道方向优待票（老人/学生/儿童）,一般人上下一定要坐缆车，颤抖的腿啊,,,,,,
Qor901589384,519,5,2021.08.18,黄山风景区云谷上行索道票-成人票,黄山归来不看岳，这句话今天彻底领悟到了，黄山上的松树和松鼠真的太绝了，除了：太好看了吧，根本说不出来别的话，一直拿手机各种拍拍拍。因为疫情人不多，所以体验感一百分，因为突然起雾了，所以没看到猴子观海，其实是有点遗憾的，还要再来几次黄山,,,,,,
天下第一帅啊giao,519,4,2021.10.14,黄山风景区成人票,天气一定要选好 ，真的不后悔。很赞,,,,,,
pff292774618,519,1,2021.11.26,黄山风景区门票南大门成人票（玉屏索道方向）,西海这个景区关了 也没有提前通知  门票还是全票价格  太坑了 体验非常不好,,,,,,
hanjunyan8687,519,4,2021.11.25,黄山风景区玉屏索道下行成人票,团购，省时间，不用排队。等索道时也可以现场扫码买，但人多的时候还是不方便。,,,,,,
梅傲雪831,519,4,2021.10.31,黄山风景区门票南大门成人票（云谷索道方向）,好，非常好,,,,,,
DDP123307659,519,3,2021.12.02,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,很锻炼身体，有时间的话，一张票可以爬三天还是很划算的,,,,,,
Ogr685949585,519,5,2021.11.30,黄山风景区门票南大门成人票（玉屏索道方向）,【交通】「迎客松」「黄山光明顶」「云谷索道」「太平索道」「丹霞峰」,,,,,,
凤之健1214,519,3,2021.10.08,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,玩的很开心，下次还会再次入爬山,,,,,,
匿名用户,519,4,2021.07.24,黄山风景区玉屏索道上行 - 成人票,黄山风景不错，本来打算玩两天的，结果第二天腿太疼了坐索道下山了。我是7月14号早上六点从汤口镇坐车到玉屏索道那车票19块，索道上山是90块，坐完索道走一会就到迎客松大概是七点二十，从迎客松到莲花峰大概是八点二十，然后下百步云梯，上一线天到鳌鱼峰，鳌鱼峰走一点是白云宾馆，白云宾馆上去就是光明顶了，从白云宾馆那走一会就到网红小火车，坐网红小火车可以到西海大峡谷谷底。我当时是全程走下去走上来的，累瘫了。西海大峡谷才是黄山的精华，建议大家走下去再坐小火车上来。下谷底的路有的是在悬崖边上的很陡，注意安全。,,,,,,
臭皮囊·,519,3,2021.10.25,黄山风景区门票南大门成人票（云谷索道方向）,这次人比较少，体验感还不错，日出很好。,,,,,,
匿名用户,519,1,2021.10.01,黄山风景区成人票,本来开开心心去爬黄山 我们四个人一起美团买了四张票进园刷了一下身份证被保安告知身份证错误就返窗口重新购票四张 事后竟然告诉我只能退三张 简直无语 处理了几天最后还是美团负责赔偿其中一份的票价 我用没用过你们不知道吗？电话核实了几天 摄像头工作人员身份证信息这么多还想只退3张门票钱 不知道怎么想的 190不是19 留下非常不好的印象！在这里还是感谢积极配合的美团售后客服,,,,,,
aBR982205949,519,5,2021.10.17,黄山风景区云谷上行索道票-成人票,五岳不是浪得虚名的，山顶的日出日落绝美,,,,,,
茅十八酱,519,3,2021.11.25,黄山风景区成人票,莲花峰和大峡谷因为下雪，路上冰冻，安全考虑封了。很遗憾！希望下次再来。,,,,,,
木森林457,519,5,2021.06.14,黄山风景区门票南大门成人票（玉屏索道方向）,全程步行上山下山的概述就两字“刺激”。前一天晚上到山下小住一晚，第二天早上从随便一个口子检票上山，进山就是步行阶梯沿山沟而上，旁边小溪潺潺，还偶遇挑工大叔们，两字，佩服，一个扁担一个拐杖一天一趟一上一下山。沿阶梯而上呢过入胜亭，仙人之路到达白鹅岭，白鹅岭风吹的特别清爽，仿佛在给沸腾身体降温，山高见远，道路且长。过白鹅岭上，看看路边孔雀松；再往上去光明顶沿途可以看到飞来石，高山草甸场，适当停下疲惫的脚步，驻足观赏松林，对松林有格外的敬佩感，不愧为古人也赞赏其特有的品质精神；到光明顶一定要上石头山上坐坐，看看远山，晒晒太阳，感受海拔1860M左右纯净天空下清凉空气，望向远山，看奇山异石，驻足闭眼张开双臂去感受去放松，还是两个字，刺激。逗留些许从光明顶下，沿途松林也值得一看，全程慢点走是来得急的，走走多看看，上另一个峰，V字型山道更加刺激。接着就是去迎客松，从峰而下，全程高能，抖加陡，反正我晚上闭眼就吓一跳的路程。去往迎客松的路很轻松，小跑跳一跳，一会儿在山这头，看着山那头。因为下山7.5里地。看完迎客松就一路下山，全程脚都在抖，山泉水很甘甜的，清凉一下简直。,,,,,,
DDP123307659,519,3,2021.12.02,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,环境非常不错，很出片，推荐想拍照的姐妹来！,,,,,,
匿名用户,519,5,2021.11.30,黄山风景区门票南大门成人票（云谷索道方向）,应该加一些中档价位hotel吧，比如600到800……,,,,,,
匿名用户,519,5,2021.10.08,黄山风景区玉屏索道上行 - 成人票,身为一个安徽人怎么能不来黄山看下呢，体验一下祖国的秀丽山河。真的太牛了，而且很高，就是我眼镜丢缆车上了，好桑心。,,,,,,
张小胖他哥,519,3,2021.12.01,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,风景不错，一定要做一次，就是时间有点短,,,,,,
奶味小螃蟹,519,5,2021.09.11,黄山风景区门票南大门成人票（云谷索道方向）,作为安徽本地人至今才一睹黄山的美景，真是说不过去，才到汤口南大门口山底下观看，真没觉得有什么稀奇惊艳，可坐了几十分钟大巴大巴到了山上，好家伙，绝美，再坐玉屏索道直上，途中美景那真是五岳归来不看山！,,,,,,
hdx211291603,519,4,2021.10.28,黄山风景区门票南大门成人票（云谷索道方向）,有幸见到黄山云海，千姿百态，百化万千，不虚此行了,,,,,,
请叫我伟子哥,519,5,2021.11.28,黄山风景区门票南大门成人票（云谷索道方向）,五星！没啥缺点！！就是费用太高！,,,,,,
poQ970938081,519,2,2021.11.27,黄山风景区门票南大门云谷索道方向优待票（老人/学生票/儿童）,园区里到处都是收费点，一个人不含吃喝，一千七,,,,,,
蛋挞的8023,519,5,2021.07.20,黄山风景区成人票,黄山很美，我都是提前网上订票的，直接刷身份证节省时间，去的时候相当于淡季，人不怎么多，去的那天天气很凉爽，山中仙气缭绕，雾蒙蒙的，还遇到几只可爱的小松鼠，美中不足的是中午山上下起了阵雨，穿着雨衣被淋成了落汤鸡。建议索道那边建一点遮雨棚，淋了雨怕回来感冒。体力好的人可以登上山顶，一览众山小，奈何天公不作美。,,,,,,
HXZ882530632,519,5,2021.08.10,黄山风景区门票南大门优待票（老人/学生票/儿童）,黄山太美了，一口气看遍星空、日出和云海都说黄山有四绝:奇松、怪石、云海、温泉， 我们这次竟然看完了大半!爬最高山峰、看山顶星空、赏松间破晓.真正到了黄山，才体会到什么叫美不胜收。最近我们开着房车在国内旅行，无数次被大好河山之美所震撼和感动。最近发现我们一直很喜欢的@中国国家地理正式入驻小红书啦(此处需要有掌声)，感觉以后又会种草很多新的旅行地!如果你爱自然、爱历史、爱天文，爱这颗星球和它存在的宇宙，一定不能错过中国国家地理哦!,,,,,,
过来尝尝77,519,5,2021.11.28,黄山风景区成人票,强烈推荐,,,,,,
jyj1003,519,3,2021.11.26,黄山风景区门票(成人票),门票有点贵，没有第一次惊艳到我,,,,,,
jyj1003,519,4,2021.11.26,黄山风景区门票(成人票),很好的景区，有机会还回去的，哈哈,,,,,,
SDr126168013,519,5,2021.09.27,黄山风景区门票(成人票),跟女朋友一起去的，很好玩,,,,,,
kNl974567289,519,3,2021.07.27,黄山风景区门票南大门成人票（玉屏索道方向）,去的时间不对，正好赶上下雨天，到了山上全是大雾啥也看不见，还有大风下着雨，所以天气很重要，莲花峰，西海大峡谷都封闭了，走马观花从前山走到后山坐云谷索道下山了，下山的时候赶上了个风口把缆车吹得来回剧烈摇晃，下边就是百米深渊当时就想不会掉下去吧太吓人了，好在缆车及时停住了，停了大概有二三分钟吧又正常走了！落地的那一刻有点死里逃生的感觉！山上宾馆的服务还挺好的，因为提前在白云宾馆定的标间，结果山上这个情况就没有住的必要了，然后联系商家退款的事情，商家很痛快地给退款了给个大大的赞！黄,,,,,,
jyj1003,519,4,2021.11.26,黄山风景区门票(成人票),【环境】很可以，有机会还会再去的,,,,,,
匿名用户,519,4,2021.10.01,黄山风景区门票南大门成人票（云谷索道方向）,爬山路线：温泉-慈光阁-半山寺-玉屏楼迎客松-百步云梯-一线天-鳌鱼峰观景台-光明顶；下午1点45开始爬山，6点整到，全程用时4小时15分，强度比较大，建议不坐索道，爬上去更有成就感,,,,,,
